reviewId,userName,content,score,at,replyContent,clean_review
e18b4865-95d5-44be-ad29-0a765c6ea831,Anne Blaise,"I got a text from my sister to join in to meet with her, but I couldn't because I don't have a Facebook account anymore and I would like to know where a person like me that doesn't have faith to trust sites to be secure with their personal information and phone calls and communication messages. How can I get connected to a messenger account without going on Facebook messenger account, to talk with my family and friends???",3,2025-09-16 12:11:54,,i got a text from my sister to join in to meet with her but i couldn t because i don t have a facebook account anymore and i would like to know where a person like me that doesn t have faith to trust sites to be secure with their personal information and phone calls and communication messages how can i get connected to a messenger account without going on facebook messenger account to talk with my family and friends
3b6f57d7-a563-4fe2-8906-983ff6dabdde,Shivam Rajput,😐😐,3,2025-09-16 12:11:39,,
8aceb7d4-577d-4080-b2e5-559fe5faf19c,Abdulsalam Alim,it gives hard times,5,2025-09-16 12:11:35,,it gives hard times
525d409d-efa5-4a05-8bdc-07cfc24122f0,K.B.KANNAN KASAMUTHU,Weekly once my what'sup scam protectted and 24hrs waiting and reconfigure what can I do pls fully delete my account I can used freshly,1,2025-09-16 12:11:26,,weekly once my what sup scam protectted and 24hrs waiting and reconfigure what can i do pls fully delete my account i can used freshly
a9e026d9-b504-4651-b14e-5b861a7f9424,Khalid Aliyu,Is a five star app,5,2025-09-16 12:09:55,,is a five star app
ca028d6d-c770-4ef9-b884-7fa79146add9,kasi viswanadha rao remella,very bad,1,2025-09-16 12:09:19,,very bad
ea74bd05-ec2d-4385-8b24-2cf05799cd92,Akash Kumar,😡😡😡😡😡😡😡,2,2025-09-16 12:09:14,,
dcf50622-de77-49cd-94e1-b2f3470b4c16,Imrana Suleiman,Jamilu gabani,1,2025-09-16 12:08:39,,jamilu gabani
eb99c60c-f647-4323-9196-bd2c7c0ea60a,farwa fayyaz,our whatsapp is being banned for no reason. solve this issue.,1,2025-09-16 12:08:27,,our whatsapp is being banned for no reason solve this issue
41d6d32e-6518-4669-8e10-3dc928bda7b2,Tamlikha A A sadauki,all bad. you're banned my account why,5,2025-09-16 12:08:18,,all bad you re banned my account why
4bf4741a-5495-4388-bc66-cfbfe8e4361c,Dew,very nice and l like to make sure you have any questions or concerns please visit the plug-in settings to determine how attachments are handled and l like to make sure,5,2025-09-16 12:07:06,,very nice and l like to make sure you have any questions or concerns please visit the plug in settings to determine how attachments are handled and l like to make sure
eb3919d4-88a7-461b-936e-01d6186cdc43,Sajjad Hussain,he is a very good and very great full app,5,2025-09-16 12:06:46,,he is a very good and very great full app
c37f10aa-8b2a-4a51-a813-3dcb250a503d,John Sakala,Its awsome,5,2025-09-16 12:06:43,,its awsome
080ce2cd-899e-4d1b-9447-9384912f4d68,Wendy L,"The add to stickers pack function needs an upgrade. I added a sticker to a pack I newly created, then I deleted the old download stickers pack. the added one became grey icon and cannot be used/deleted. WhatsApp need to work on that",1,2025-09-16 12:05:50,,the add to stickers pack function needs an upgrade i added a sticker to a pack i newly created then i deleted the old download stickers pack the added one became grey icon and cannot be used deleted whatsapp need to work on that
00833e38-7f07-43db-9f56-423c85bec2b0,Milan Idiot,good app for world wide communication less data usage. easy to use all ... i love this app,5,2025-09-16 12:05:26,,good app for world wide communication less data usage easy to use all i love this app
07031444-f16d-4dc7-ac31-768eb63c5fb7,Erika Moroles,they deleted my account,1,2025-09-16 12:05:17,,they deleted my account
7bc6c1ae-3316-4c79-8e92-9cdda74e518f,Muhammad Rashid,Sadaqat,5,2025-09-16 12:05:10,,sadaqat
d56e50dd-29ff-489a-9c62-57e2cd5874b6,Leah Makoena,everything is perfect,4,2025-09-16 12:04:02,,everything is perfect
eb101fb8-9130-491a-9052-89a435f1347e,Evans Kanari,assistant please,2,2025-09-16 12:01:45,,assistant please
087028f8-c0b9-4cd6-92f0-ae1e886452a7,Ashok Sonwal,good application,5,2025-09-16 12:01:44,,good application
e71193b0-62f2-45d2-bbd5-ec62d104ea7c,Keya Bairagee,"It is very useful app, it always help me to communicate with others. I love this app so much.",5,2025-09-16 12:00:45,,it is very useful app it always help me to communicate with others i love this app so much
89c86fda-16f2-475e-bc08-a797f984e3ff,Queen Lianah,i don't have music on it why comes and goes what happening,5,2025-09-16 12:00:20,,i don t have music on it why comes and goes what happening
9422cda5-388a-4bef-b491-d4e51ba9aa22,Basu dev Biswas,BasuDev,5,2025-09-16 11:59:56,,basudev
6caaa502-e335-4747-916a-e52fcee35067,Ashok Chetry,awesome,5,2025-09-16 11:59:51,,awesome
f8622348-4c08-493c-97c2-91791f7f5b58,Khan Shenwari,وټساف,5,2025-09-16 11:59:44,,
68a62ab3-54bc-467e-a3b5-482216b59a76,Wajid Naik,whatsap team my whatsap is unblock my number pleas,5,2025-09-16 11:59:14,,whatsap team my whatsap is unblock my number pleas
fc48058a-ec6f-45d9-b69d-469d8e2dcff1,Sky Wings,my whatsapp account ban without any reason I don't why please unban my account please please,1,2025-09-16 11:58:52,,my whatsapp account ban without any reason i don t why please unban my account please please
6adddfb9-957c-4acb-932f-5dbb6e0403dd,Manak chand balecha,I'm Aga76,5,2025-09-16 11:58:14,,i m aga76
90e38280-dfd1-41d3-b13c-24186e2ddcd0,Sohagi Tudu,",🥰🥰",5,2025-09-16 11:57:43,,
